prism:url;dc:identifier;eid;dc:title;dc:creator;prism:publicationName;prism:issn;prism:eIssn;prism:volume;prism:issueIdentifier;prism:pageRange;prism:coverDate;prism:coverDisplayDate;prism:doi;citedby-count;affiliation__@_fa;affiliation__affilname;affiliation__affiliation-city;affiliation__affiliation-country;prism:aggregationType;subtype;subtypeDescription;source-id;openaccess;openaccessFlag;link:scopus;link:scopus-citedby;source-address;abstract;view-in-source;source-score-2017;source-score-2018;source-score-2019;pii;pubmed-id;article-number;link:full-text;prism:isbn__@_fa;prism:isbn__$
https://api.elsevier.com/content/abstract/scopus_id/85085293284;SCOPUS_ID:85085293284;2-s2.0-85085293284;Design of Infinite Impulse Response Filter Using Fractional Derivative Constraints and Hybrid Particle Swarm Optimization;Agrawal N.;Circuits, Systems, and Signal Processing;0278081X;15315878;39;12;6162-6190;2020-12-01;1 December 2020;10.1007/s00034-020-01456-0;0;true;National Institute of Technology Raipur;Raipur;India;Journal;ar;Article;18780;0;False;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85085293284&origin=inward;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85085293284&origin=inward;http://www.springer.com/sgw/cda/frontpage/0,11855,5-40109-70-1176077-0,00.html;© 2020, Springer Science+Business Media, LLC, part of Springer Nature.In this paper, a new method for designing digital infinite impulse response filter with nearly linear-phase response is presented using fractional derivative constraints (FDC). The design problem is constructed as a phase optimization problem between the desired and designed phase response of a filter. In order to achieve the highly accurate passband (pb) response, phase response is fitted to desired response more precisely using FDC, due to which design problem becomes a multimodal error surface that is constructed from sum of passband error (ep) and stopband error (es). Optimal value of FDC is accomplished by minimizing the total error (er0) using improved swarm-based optimization technique, which is formulated by associating the scout bee mechanism of artificial bee colony algorithm with particle swarm optimization and termed as hybrid particle swarm optimization. The simulated results reflect that the improved response in passband along with better transition width is achieved using the proposed method. It is observed that about 90–99% of improvement in passband error can be achieved with 100% reduction in maximum passband ripple. However, slight reduction in stopband attenuation (As), in some cases, results within the permissible limit. The designed filters using this method are also stable toward finite word length effect.;http://link.springer.com/10.1007/s00034-020-01456-0;3.3;3.6;3.8;;;;;;
https://api.elsevier.com/content/abstract/scopus_id/85092031608;SCOPUS_ID:85092031608;2-s2.0-85092031608;Synergistic antiallodynic and antihyperalgesic interaction between L-DOPA and celecoxib in parkinsonian rats is mediated by NO–cGMP–ATP-sensitive K<sup>+</sup> channel;Aguirre-Vidal Y.;European Journal of Pharmacology;00142999;18790712;889;;None;2020-12-15;15 December 2020;10.1016/j.ejphar.2020.173537;0;true;Universidad Autónoma Metropolitana - Xochimilco;Xochimilco;Mexico;Journal;ar;Article;21333;0;False;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092031608&origin=inward;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092031608&origin=inward;www.elsevier.com/locate/ejphar;© 2020Pain is a usual and troublesome non-motor symptom of Parkinson's disease, with a prevalence of 29–82%. Therefore, it's vital to find pharmacological treatments for managing PD-associated pain symptoms, to improve patients' quality of life. For this reason, we tested the possible synergy between L-DOPA and celecoxib in decreasing allodynia and hyperalgesia induced by unilateral lesioning with 6-OHDA into the SNpc in rats. We also tested whether the antiallodynic and antihyperalgesic effect induced by combination of L-DOPA and celecoxib is mediated by the NO–cGMP–ATP-sensitive K+ channel pathway. Tactile allodynia and mechanical hyperalgesia were evaluated using von Frey filament. Isobolographic analyses were employed to define the nature of the drug interaction using a fixed dose ratio (0.5: 0.5). We found that acute and sub-acute (10-day) treatment with a single dose of L-DOPA (3–25 mg/kg, i. p.) or celecoxib (2.5–20 mg/kg, i. p.) induced a dose-dependent antiallodynic and antihyperalgesic effect in parkinsonian rats. Isobolographic analysis revealed that the ED50 values obtained by L-DOPA + celecoxib combination was significantly less than calculated additive values, indicating that co-administration of L-DOPA with celecoxib produces synergistic interactions in its antiallodynic and antihyperalgesic effect in animals with nigrostriatal lesions. Moreover, the antiallodynic and antihyperalgesic effects induced by L-DOPA + celecoxib combination were blocked by intrathecal pre-treatment with L-NAME, ODQ, and glibenclamide. Taken together, the data suggest that L-DOPA + celecoxib combination produces an antiallodynic and antihyperalgesic synergistic interaction at the systemic level, and these effects are mediated, at the central level, through activation of the NO–cGMP–ATP-sensitive K+ channel pathway.;https://linkinghub.elsevier.com/retrieve/pii/S0014299920306294;5.7;5.9;5.5;S0014299920306294;32971091;173537;https://api.elsevier.com/content/article/eid/1-s2.0-S0014299920306294;;
https://api.elsevier.com/content/abstract/scopus_id/85091259849;SCOPUS_ID:85091259849;2-s2.0-85091259849;Role of fluorescence in situ hybridization in detecting mycobacterium avium complex presenting as fever in treatment failure HIV;Prabhu V.;Journal of Clinical Tuberculosis and Other Mycobacterial Diseases;;24055794;21;;None;2020-12-01;December 2020;10.1016/j.jctube.2020.100188;0;true;Kasturba Medical College, Mangalore;Mangalore;India;Journal;ar;Article;21100445642;1;True;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091259849&origin=inward;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091259849&origin=inward;http://www.journals.elsevier.com/journal-of-clinical-tuberculosis-and-other-mycobacterial-diseases;© 2020 The AuthorsA 49-year-old male HIV positive patient on treatment failure presented with complaints of fever and dysphagia of three weeks duration and later on developed cervical lymphadenopathy along with severe vomiting and abdominal pain. Liver function tests were found to be worsening with severe drop in CD4 counts. An extensive workup for pyrexia was done. FNAC and biopsy of lymph node showed features suggestive of granulomatous lymphadenitis. CBNAAT of the lymph node aspirate was negative for MTB. Blood culture and lymph node cultures were negative for Mycobacterium Avium Complex (MAC). MAC was however, finally detected and reported positive on Fluorescence in Situ Hybridization (FISH) of the cervical lymph node aspirate. Prompt treatment for MAC was initiated with Ethambutol 800 mg OD and Azithromycin 500 mg OD following which fever spikes subsided and lymph node resolved. The Patient's condition gradually improved and was discharged shortly with a good recovery on subsequent follow ups. Fever is one of the common symptoms in patients with MAC infection. Some other clinical manifestations include weight loss, hepatosplenomegaly and intra-abdominal lymphadenopathy. Diagnostic evaluation should be aggressive. As there is a high risk for MAC infection in advanced HIV cases with poor HAART compliance, FISH can be a valuable and effective diagnostic tool in early detection and treatment of MAC.;https://linkinghub.elsevier.com/retrieve/pii/S2405579420300528;0.7;1.6;1.8;S2405579420300528;;100188;https://api.elsevier.com/content/article/eid/1-s2.0-S2405579420300528;;
https://api.elsevier.com/content/abstract/scopus_id/85092686770;SCOPUS_ID:85092686770;2-s2.0-85092686770;Understanding motor difficulties in children with ADHD: A fixel-based analysis of the corticospinal tract;Hyde C.;Progress in Neuro-Psychopharmacology and Biological Psychiatry;02785846;18784216;105;;None;2021-03-08;8 March 2021;10.1016/j.pnpbp.2020.110125;0;true;Deakin University;Geelong;Australia;Journal;ar;Article;21767;0;False;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092686770&origin=inward;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092686770&origin=inward;http://www.sciencedirect.com/science/journal/02785846;© 2020 Elsevier Inc.Aims: Children with attention deficit hyperactivity disorder (ADHD) often present with deficits in fine motor control. The cortico-spinal tract (CST) is critical for voluntary motor control. Although neuroimaging work has identified anomalous microstructural properties in the CST in ADHD, no study to date has attempted to investigate the link between deficits in fine motor performance and microstructural properties of the CST in children with ADHD. This study aimed to address this gap using a novel fixel-based analysis (FBA). Methods: Participants were 50 right-handed medication naïve children with a history of ADHD and 56 non-ADHD controls aged 9–11 years. Fine motor control was assessed using the Grooved Pegboard task. Children underwent high angular resolution diffusion MRI. Following pre-processing, FBA was performed and the semi-automated deep-learning TractSeg was used to delineate the CST bilaterally. Fibre density (FD), fibre cross-section (FC-log), and fibre density/cross-section (FDC) were extracted for each tract. Results: Children with ADHD performed significantly worse than non-ADHD children on the Grooved Pegboard task when using their non-dominant hand. They also demonstrated widespread significantly lower diffusion metrics in both CSTs compared to non-ADHD controls. However, no correlations were observed between Grooved Pegboard performance and diffusion metrics for the CST in either hemisphere. Conclusions: While we failed to detect a significant relationship between fine motor skill and FBA metrics in either group, this paper extends previous work by showing that children with ADHD and reduced fine motor competence demonstrate atypical microstructure within the CST relative to non-ADHD controls.;https://linkinghub.elsevier.com/retrieve/pii/S0278584620304413;8.1;6.6;7.4;S0278584620304413;33031859;110125;https://api.elsevier.com/content/article/eid/1-s2.0-S0278584620304413;;
https://api.elsevier.com/content/abstract/scopus_id/85091551064;SCOPUS_ID:85091551064;2-s2.0-85091551064;Lung function, pharmacokinetics, and tolerability of inhaled indacaterol maleate and acetate in asthma patients;Miller D.;Respiratory Research;14659921;1465993X;21;1;None;2020-09-23;23 September 2020;10.1186/s12931-020-01501-1;0;true;Northeast Medical Research Associates, Inc.;Dartmouth;United States;Journal;ar;Article;18640;1;True;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091551064&origin=inward;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091551064&origin=inward;http://respiratory-research.com/home/;"© 2020 The Author(s).Background: Indacaterol maleate delivered with the Breezhaler® inhalation device is a long-acting 2-agonist approved for chronic obstructive pulmonary disease. In the development of a once daily, inhaled fixed dose combination (FDC) of indacaterol, glycopyrronium bromide (a long-acting muscarinic antagonist), and mometasone furoate (an inhaled corticosteroid [ICS]) for the treatment of patients with asthma, the acetate salt of indacaterol is used instead of the maleate salt. Here, we investigated the lung function, pharmacokinetics (PK) and safety of indacaterol maleate 150 g once daily (o.d.) and indacaterol acetate 150 g o.d. in comparison with placebo. Methods: This was a randomised, double-blind, three-period crossover study (ClinicalTrials.gov identifier, NCT03257995) in patients with asthma on background ICS therapy. Patients with percent predicted pre-bronchodilator forced expiratory volume per second (FEV1) 50% and  90% were included in the study. Patients received indacaterol maleate 150 g o.d., indacaterol acetate 150 g o.d., or placebo on top of stable background ICS in randomised sequence. Trough FEV1 was assessed after 14 days of treatment. PK of indacaterol salts were assessed at steady state after 14 days of treatment; peak expiratory flow (PEF) rate and rescue medication use were collected with a combined PEF-meter/electronic diary throughout the study. Results: Of the 54 adult patients (median age of 48 years), 51 patients completed the study. Both indacaterol salts demonstrated statistically significant improvements in trough FEV1 of 186 mL (maleate) and 146 mL (acetate) compared with placebo (both P < 0.001). FEV1 AUC0-4h improved by 248 mL (maleate) and 245 mL (acetate), and PEF by 33 L/min (maleate) and 30.8 L/min (acetate) versus placebo. Systemic exposure of indacaterol (AUC0-24h,ss and Cmax,ss on Day 14) was comparable after administration of both salt forms. Both salt forms demonstrated a good safety profile and were well tolerated, with a difference in the reporting frequency of AEs of coughing (maleate, 23.5%; acetate, 0%). Conclusions: In patients with asthma, indacaterol maleate and acetate elicited comparable and significant improvements in lung function compared with placebo and achieved comparable systemic exposure. Both indacaterol salts were safe and well tolerated. Trial registration: ClinicalTrials.gov NCT03257995 June 06, 2017";https://respiratory-research.biomedcentral.com/articles/10.1186/s12931-020-01501-1;6.3;5.3;5.3;;32967685;248;;;
https://api.elsevier.com/content/abstract/scopus_id/85082337622;SCOPUS_ID:85082337622;2-s2.0-85082337622;Adherence to antihypertensive fixed-dose combination among Egyptian patients presenting with essential hypertension;Hassanein M.;Egyptian Heart Journal;11102608;2090911X;72;1;None;2020-12-01;1 December 2020;10.1186/s43044-020-00044-6;0;true;Alexandria University;Alexandria;Egypt;Journal;ar;Article;21100199758;1;True;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85082337622&origin=inward;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85082337622&origin=inward;https://tehj.springeropen.com/;"© 2020, The Author(s).Background: Many patients with hypertension require more than one drug to achieve blood pressure control. They are prescribed with fixed-dose combination (FDC) antihypertensive therapy rather than monotherapies. Although it is commonly admitted that the use of FDC may improve compliance to treatment, adherence rates in patients receiving FDCs have not been documented. Therefore, the aim of this study was to assess the adherence to treatment in patients receiving FDCs of antihypertensive medications in a real-world setting in Egypt. Results: We conducted a multi-center cross-sectional study over a period of 1 year from Jan 2017 to Jan 2018. We included patients above 21 years old with essential hypertension who were already prescribed with an FDC of antihypertensive treatment for at least 3-month duration. We assessed the adherence to treatment by patient self-assessment using the Morisky 8-Item Medication Adherence Scale (MMAS 8). This study enrolled 2000 hypertensive Egyptian patients. The mean age of enrolled patients was 55.8 ± 10.9 years. Male to female ratio was 1.08. The mean MMAS score was 6.5 ± 1.9. Our analysis showed that 825 (41.3%) patients reached high adherence score, 523 (26.2%) medium adherence, and 652 (32.6%) low adherence. Furthermore, Male patients showed higher adherence rate than females (56.4% versus 43.6%, p < 0.001). Out of 746 patients with controlled blood pressure (< 140/90), 387 (51.9%) patients were highly adherent to treatment. Higher level of education was significantly associated with high adherence rate; 559 (67.8%) patients were university graduates, 232 (28.1%) had primary/secondary school education, and 34 (4.1%) were illiterate (p < 0.001). Moreover, once daily (99.2%) fixed-dose combination was associated with higher adherence rate than twice regimen daily (0.8%), p = 0.03. Multivariate logistic regression analysis showed that patients with high level of education, employed patients, and patients with controlled blood pressure have high adherence rate to medication. Conclusions: Higher adherence to medication is associated with high level of education and employment, and it can lead to better blood pressure control. Thus, patient education programs may increase patients’ adherence to their medication.";https://tehj.springeropen.com/articles/10.1186/s43044-020-00044-6;0.6;0.6;0.7;;;10;;;
https://api.elsevier.com/content/abstract/scopus_id/85088361525;SCOPUS_ID:85088361525;2-s2.0-85088361525;Immune reconstitution inflammatory syndrome in the central nervous system: Limitations for diagnosis in resource limited settings;Navis A.;Journal of the Neurological Sciences;0022510X;18785883;416;;None;2020-09-15;15 September 2020;10.1016/j.jns.2020.117042;0;true;Icahn School of Medicine at Mount Sinai;New York;United States;Journal;ar;Article;16820;0;False;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85088361525&origin=inward;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85088361525&origin=inward;www.elsevier.com/locate/jns;© 2020 Elsevier B.V.Introduction: The diagnosis of IRIS is based on evidence of clinical worsening and immune reconstitution in the setting of combined antiretroviral therapy (cART) initiation. While central nervous system IRIS (CNS IRIS) is thought to be prevalent in resource limited settings (RLS), its identification is constrained by limited data on pre-treatment HIV disease and diagnostic testing. A diagnosis can be improved with neuroimaging and cerebrospinal fluid (CSF) studies, which are not universally available in RLS. This study evaluated whether diagnoses of CNS IRIS could be achieved in a resource limited setting based on established criteria. Methods: A retrospective chart review of HIV+ individuals, on ARVs at the time of presentation in two cohort studies of suspected CNS opportunistic infection or tuberculous (TB) meningitis who were admitted to a tertiary care facility in Lusaka, Zambia. Results: Using currently validated criteria, none of the 254 participants evaluated could be diagnosed with CNS IRIS, as there was no information on post-treatment trajectory of HIV viral loads or CD4 counts. Only one participant had a definitive, non-IRIS infectious diagnosis based on comprehensive testing. Of the remaining 253 patients, 68 (27%) had an identified potential CNS pathogen, 92 (36%) had inflammatory CSF in the absence of a pathogen, and 94 (37%) had normal CSF despite presenting with CNS symptoms. Conclusion: The absence of HIV disease trajectory data, and lack of comprehensive diagnostic testing, compounded by a high prevalence of infectious pathogens, substantially limits the ability to diagnose CNS IRIS in RLS.;https://linkinghub.elsevier.com/retrieve/pii/S0022510X20303798;4.1;4.4;4.9;S0022510X20303798;32712429;117042;https://api.elsevier.com/content/article/eid/1-s2.0-S0022510X20303798;;
https://api.elsevier.com/content/abstract/scopus_id/85092117887;SCOPUS_ID:85092117887;2-s2.0-85092117887;Compensatory brainstem functional and structural connectivity in patients with degenerative cervical myelopathy by probabilistic tractography and functional MRI;Wang C.;Brain Research;00068993;18726240;1749;;None;2020-12-15;15 December 2020;10.1016/j.brainres.2020.147129;0;true;David Geffen School of Medicine at UCLA;Los Angeles;United States;Journal;ar;Article;14346;0;False;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85092117887&origin=inward;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85092117887&origin=inward;www.elsevier.com/locate/bri;© 2020 Elsevier B.V.Degenerative cervical myelopathy (DCM) is the most common cause of spinal cord impairment in adults. Previous supraspinal investigations have primarily focused on cortical changes in this patient population. As the nexus between the brain and the spinal cord, the brainstem has been understudied in patients with DCM. The current study examined the structural and functional connectivity between the brainstem and cortex in DCM patients using probabilistic tractography and resting-state functional MRI. A total of 26 study patients and 32 neurologically intact, healthy volunteers (HCs) participated in this prospective analysis. The study cohort included DCM patients (n = 18), as well as neurologically asymptomatic patients with evidence of cervical spine degenerative changes and spinal cord compression (n = 8). Results of the study demonstrated significant differences in fiber density (FD), fiber cross-section (FDC), and the functional connectivity (FC) between the study cohort and HCs. Through seeding the brainstem, the study cohort showed reductions in FD and FDC along the corticospinal tract, including regions extending through the corona radiata and internal capsule. By correlating FD and FDC with the Neck Disability Index (NDI), and the modified Japanese Orthopaedic Association (mJOA), we identified increasing total volume of projections to the thalamus, basal ganglia, and internal capsule, and increased functional connectivity to visual network and the posterior parietal cortices. These results support our hypothesis that DCM patients tend to have long-term FC reorganization not only localized to sensorimotor regions, but also to regulatory and visual processing regions, designed to ultimately preserve neurological function.;https://linkinghub.elsevier.com/retrieve/pii/S000689932030487X;5.6;6.2;5.4;S000689932030487X;32950486;147129;https://api.elsevier.com/content/article/eid/1-s2.0-S000689932030487X;;
https://api.elsevier.com/content/abstract/scopus_id/85091053125;SCOPUS_ID:85091053125;2-s2.0-85091053125;Single oral fixed-dose praziquantel-miltefosine nanocombination for effective control of experimental schistosomiasis mansoni;Eissa M.M.;Parasites and Vectors;;17563305;13;1;None;2020-09-15;15 September 2020;10.1186/s13071-020-04346-1;1;true;Alexandria University;Alexandria;Egypt;Journal;ar;Article;17500154721;1;True;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85091053125&origin=inward;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85091053125&origin=inward;http://www.parasitesandvectors.com/;© 2020 The Author(s).Background: The control of schistosomiasis has been centered to date on a single drug, praziquantel, with shortcomings including treatment failure, reinfection, and emergence of drug resistance. Drug repurposing, combination therapy or nanotechnology were explored to improve antischistosomal treatment. The aim of the present study was to utilize a novel combination of the three strategies to improve the therapeutic profile of praziquantel. This was based on a fixed-dose nanocombination of praziquantel and miltefosine, an antischistosomal repurposing candidate, co-loaded at reduced doses into lipid nanocapsules, for single dose oral therapy. Methods: Two nanocombinations were prepared to provide 250 mg praziquantel-20 mg miltefosine/kg (higher fixed-dose) or 125 mg praziquantel-10 mg miltefosine/kg (lower fixed-dose), respectively. Their antischistosomal efficacy in comparison with a non-treated control and their praziquantel or miltefosine singly loaded counterparts was assessed in murine schistosomiasis mansoni. A single oral dose of either formulation was administered on the initial day of infection, and on days 21 and 42 post-infection. Scanning electron microscopic, parasitological, and histopathological studies were used for assessment. Preclinical data were subjected to analysis of variance and Tukey's post-hoc test for pairwise comparisons. Results: Lipid nanocapsules ( 58 nm) showed high entrapment efficiency of both drugs (> 97%). Compared to singly loaded praziquantel-lipid nanocapsules, the higher nanocombination dose showed a significant increase in antischistosomal efficacy in terms of statistically significant decrease in mean worm burden, particularly against invasive and juvenile worms, and amelioration of hepatic granulomas (P  0.05). In addition, scanning electron microscopy examination showed extensive dorsal tegumental damage with noticeable deposition of nanostructures. Conclusions: The therapeutic profile of praziquantel could be improved by a novel multiple approach integrating drug repurposing, combination therapy and nanotechnology. Multistage activity and amelioration of liver pathology could be achieved by a new praziquantel-miltefosine fixed-dose nanocombination providing 250 mg praziquantel-20 mg miltefosine/kg. To the best of our knowledge, this is the first report of a fixed-dose nano-based combinatorial therapy for schistosomiasis mansoni. Further studies are needed to document the nanocombination safety and explore its prophylactic activity and potential to hinder the onset of resistance to the drug components.[Figure not available: see fulltext.];https://parasitesandvectors.biomedcentral.com/articles/10.1186/s13071-020-04346-1;5.7;5.4;5.3;;32933556;474;;;
https://api.elsevier.com/content/abstract/scopus_id/85087791622;SCOPUS_ID:85087791622;2-s2.0-85087791622;Management of benign prostate hyperplasia (BPH) by combinatorial approach using alpha-1-adrenergic antagonists and 5-alpha-reductase inhibitors;Zitoun O.A.;European Journal of Pharmacology;00142999;18790712;883;;None;2020-09-15;15 September 2020;10.1016/j.ejphar.2020.173301;0;true;Sulaiman Al Rajhi University;Al-Qassim;Saudi Arabia;Journal;re;Review;21333;0;False;https://www.scopus.com/inward/record.uri?partnerID=HzOxMe3b&scp=85087791622&origin=inward;https://www.scopus.com/inward/citedby.uri?partnerID=HzOxMe3b&scp=85087791622&origin=inward;www.elsevier.com/locate/ejphar;© 2020 Elsevier B.V.Currently, the main available treatments for benign prostate hyperplasia (BPH) are alpha-1 adrenergic receptor antagonists (ARAs), 5-alpha reductase inhibitors (5-RI), anticholinergics, and Phosphodiesterase-5 inhibitors. Recent studies support the combined therapy approach using ARAs with 5-RI for lower urinary tract symptoms (LUTS) in BPH patients at risk of clinical progression. We aimed to review BPH management in select group of randomized controlled trials by combination therapy with ARAs and 5-RIs compared to monotherapy with either drug with respect to the safety and efficacy. A total of 6 randomized controlled trials (RCTs) involving comparison of combination therapy with monotherapy using ARAs and 5-RIs were retrieved from PubMed Central and reviewed for international prostate symptom score (IPSS), quality of life (QoL), post-residual urinary flow rate (PUF), and clinical progression. The results significantly favour the treatment group that received the combination therapy in comparison with the groups receiving monotherapy. However, outcome with regard to prostate volume showed insignificant improvement when the combination therapy is compared with 5- RIs alone, rather than ARAs. In conclusion, combination therapy using ARAs and 5-RI is better than monotherapy in the patients of BPH. Fixed dose combination (FDC), a type of combination, is also cost-effective and its side-effects profile resembles to that of monotherapy.;https://linkinghub.elsevier.com/retrieve/pii/S0014299920303939;5.7;5.9;5.5;S0014299920303939;32592768;173301;https://api.elsevier.com/content/article/eid/1-s2.0-S0014299920303939;;
